,Timestamp,Presion descanso PV,Presion descanso LL,Presion descanso HL,Potencia PV,Potencia HL,Potencia DSHL,Corriente PV,Corriente HL,Corriente DSHL,Tonelaje HL,Tonelaje SP,Tonelaje PV,Velocidad HL,Velocidad SP,Velocidad PV,% Solidos HL,% Solidos LL,% Solidos SP,% Solidos PV,% Gruesos,% Intermedios,% Finos,Controller Mode,Status Feeder 1,Status Feeder 2,Status Feeder 3,Status Feeder 4,Status Feeder 5,Status Feeder 6,Tonelaje OP
2245,2023-01-31 09:21:15,5091.46826171875,5250,5400,7170,12000,11800,1688.3629150390625,2130,2110,2910,286.37188720703125,286.37188720703125,9.800000190734863,8.0,7.0,69,68,68.00981140136719,19.0261287689209,17.664031982421875,24.881351470947266,57.45461654663086,0,0,1,0,1,1,0,70.0
2246,2023-01-31 09:21:30,5082.6005859375,5250,5400,8420,12000,11800,1738.38232421875,2130,2110,2910,1000.9596557617188,1000.9596557617188,9.800000190734863,8.0,8.0,69,68,68.00981140136719,44.28049087524414,6.3511810302734375,23.892356872558594,69.75646209716797,0,0,1,0,1,1,0,70.0
2247,2023-01-31 09:21:45,5079.44580078125,5250,5400,8390,12000,11800,1739.3857421875,2130,2110,2910,1658.116455078125,1658.116455078125,9.800000190734863,8.0,8.0,69,68,68.00981140136719,59.419647216796875,2.2409133911132812,21.303466796875,76.45561981201172,0,0,1,0,1,1,0,70.0
2248,2023-01-31 09:22:00,5080.27294921875,5250,5400,8350,12000,11800,1727.6475830078125,2130,2110,2910,2040.364990234375,2015.31689453125,9.800000190734863,8.0,8.010000228881836,69,68,68.00981140136719,65.1380844116211,3.0090866088867188,22.93297576904297,74.05793762207031,0,0,1,0,1,1,0,70.0
2249,2023-01-31 09:22:15,5085.62646484375,5250,5400,8200,12000,11800,1703.634033203125,2130,2110,2910,2354.164794921875,2338.61865234375,9.800000190734863,8.0,8.010000228881836,69,68,68.00981140136719,69.26280212402344,9.619491577148438,18.522727966308594,71.85778045654297,0,0,1,0,1,1,0,70.0
2250,2023-01-31 09:22:30,5095.44384765625,5250,5400,8880,12000,11800,1690.2557373046875,2130,2110,2910,2551.37353515625,2541.95654296875,9.800000190734863,8.5,8.279999732971191,69,68,68.00981140136719,71.23212432861328,6.2540130615234375,17.94188690185547,75.8041000366211,0,0,1,0,1,1,0,65.0
2251,2023-01-31 09:22:45,5108.291015625,5250,5400,8620,12000,11800,1683.114990234375,2130,2110,2910,2659.4052734375,2654.281982421875,9.800000190734863,8.5,8.510000228881836,69,68,68.00981140136719,71.72676849365234,17.9718017578125,20.444881439208984,61.583316802978516,0,0,1,0,1,1,0,65.0
2252,2023-01-31 09:23:00,5118.32177734375,5250,5400,8600,12000,11800,1675.2867431640625,2130,2110,2910,2706.521728515625,2703.51025390625,9.800000190734863,8.5,8.510000228881836,69,68,68.00981140136719,71.80616760253906,11.364616394042969,24.409927368164062,64.22545623779297,0,0,1,0,1,1,0,70.0
2253,2023-01-31 09:23:15,5130.8203125,5250,5400,8900,12000,11800,1674.5751953125,2130,2110,2910,2744.62109375,2744.62109375,9.800000190734863,8.800000190734863,8.800000190734863,69,68,68.00981140136719,71.96681213378906,16.926971435546875,24.218780517578125,58.854248046875,0,0,1,0,1,1,0,70.0
2254,2023-01-31 09:23:30,5142.36181640625,5250,5400,8920,12000,11800,1670.449462890625,2130,2110,2910,2755.78759765625,2755.78759765625,9.800000190734863,8.800000190734863,8.8100004196167,69,68,68.00981140136719,71.69568634033203,18.957412719726562,24.06951141357422,56.97307586669922,0,0,1,0,1,1,0,70.0
2255,2023-01-31 09:23:45,5152.77001953125,5250,5400,8860,12000,11800,1663.708984375,2130,2110,2910,2759.39794921875,2759.39794921875,9.800000190734863,8.800000190734863,8.8100004196167,69,68,68.00981140136719,71.37483978271484,20.346412658691406,21.20172119140625,58.451866149902344,0,0,1,0,1,1,0,80.0
2256,2023-01-31 09:24:00,5158.86865234375,5250,5400,8850,12000,11800,1658.8863525390625,2130,2110,2910,2762.1298828125,2762.1298828125,9.800000190734863,9.0,8.800000190734863,69,68,68.00981140136719,71.27362823486328,15.620201110839844,20.16368865966797,64.21611022949219,0,0,1,0,1,1,0,80.0
2257,2023-01-31 09:24:15,5165.99755859375,5250,5400,9040,12000,11800,1659.8309326171875,2130,2110,2910,2766.048583984375,2766.048583984375,9.800000190734863,9.0,9.010000228881836,69,68,68.00981140136719,70.91880798339844,5.970329284667969,17.287078857421875,76.74259185791016,0,0,1,0,1,1,0,80.0
2258,2023-01-31 09:24:30,5171.734375,5250,5400,9000,12000,11800,1659.505615234375,2130,2110,2910,2774.559326171875,2774.229736328125,9.800000190734863,9.0,9.0,69,68,68.00981140136719,70.79090881347656,7.217536926269531,21.8470458984375,70.93541717529297,0,0,1,0,1,1,0,80.0
2259,2023-01-31 09:24:45,5175.92822265625,5250,5400,9020,12000,11800,1658.201904296875,2130,2110,2910,2800.364501953125,2797.93115234375,9.800000190734863,9.0,8.989999771118164,69,68,68.00981140136719,70.6214370727539,14.398887634277344,30.854801177978516,54.74631118774414,0,0,1,0,1,1,0,80.0
2260,2023-01-31 09:25:00,5178.5322265625,5250,5400,8970,12000,11800,1652.803955078125,2130,2110,2910,2826.396728515625,2824.7255859375,9.800000190734863,9.199999809265137,9.0,69,68,68.00981140136719,70.60774993896484,4.677619934082031,19.211769104003906,76.11061096191406,0,0,1,0,1,1,0,80.0
2261,2023-01-31 09:25:15,5182.2783203125,5250,5400,9230,12000,11800,1667.7734375,2130,2110,2910,2857.043212890625,2854.70068359375,9.800000190734863,9.199999809265137,9.199999809265137,69,68,68.00981140136719,70.56564331054688,9.8140869140625,23.29143524169922,66.89447784423828,0,0,1,0,1,1,0,85.0
2262,2023-01-31 09:25:30,5185.58935546875,5250,5400,9210,12000,11800,1659.5814208984375,2130,2110,2910,2884.55810546875,2883.00732421875,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,70.55924987792969,4.592857360839844,22.88060760498047,72.52653503417969,0,0,1,0,1,1,0,85.0
2263,2023-01-31 09:25:45,5188.8828125,5250,5400,9280,12000,11800,1662.1927490234375,2130,2110,2910,2902.435302734375,2902.435302734375,9.800000190734863,9.199999809265137,9.199999809265137,69,68,68.00981140136719,70.47187805175781,7.588783264160156,26.425926208496094,65.98529052734375,0,0,1,0,1,1,0,83.0
2264,2023-01-31 09:26:00,5190.41357421875,5250,5400,9290,12000,11800,1663.06884765625,2130,2110,2910,2904.807373046875,2904.807373046875,9.800000190734863,9.199999809265137,9.180000305175781,69,68,68.00981140136719,70.32218170166016,11.490058898925781,24.702198028564453,63.807743072509766,0,0,1,0,1,1,0,83.0
2265,2023-01-31 09:26:15,5191.6201171875,5250,5400,9250,12000,11800,1669.61865234375,2130,2110,2910,2930.93701171875,2930.93701171875,9.800000190734863,9.199999809265137,9.180000305175781,69,68,68.00981140136719,70.28559112548828,18.151954650878906,16.860275268554688,64.9877700805664,0,0,1,0,1,1,0,83.0
2266,2023-01-31 09:26:30,5192.85791015625,5250,5400,9250,12000,11800,1666.9593505859375,2130,2110,2910,2951.673095703125,2951.673095703125,9.800000190734863,9.199999809265137,9.210000038146973,69,68,68.00981140136719,70.14948272705078,10.157539367675781,18.360191345214844,71.48226928710938,0,0,1,0,1,1,0,83.0
2267,2023-01-31 09:26:45,5194.1845703125,5250,5400,9250,12000,11800,1663.646728515625,2130,2110,2910,2965.0419921875,2965.0419921875,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,70.12094116210938,5.4591827392578125,26.2060546875,68.33476257324219,0,0,1,0,1,1,0,83.0
2268,2023-01-31 09:27:00,5195.67724609375,5250,5400,9280,12000,11800,1661.60693359375,2130,2110,2910,2963.99072265625,2964.3115234375,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,70.0125503540039,9.347427368164062,18.433692932128906,72.21887969970703,0,0,1,0,1,1,0,83.0
2269,2023-01-31 09:27:15,5197.32666015625,5250,5400,9330,12000,11800,1658.584716796875,2130,2110,2910,2956.619384765625,2957.150390625,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,69.77300262451172,15.425285339355469,18.00951385498047,66.56520080566406,0,0,1,0,1,1,0,83.0
2270,2023-01-31 09:27:30,5198.21875,5250,5400,9320,12000,11800,1668.8375244140625,2130,2110,2910,2949.514892578125,2950.19482421875,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,69.57890319824219,8.073165893554688,20.134132385253906,71.7927017211914,0,0,1,0,1,1,0,83.0
2271,2023-01-31 09:27:45,5199.16455078125,5250,5400,9330,12000,11800,1678.3699951171875,2130,2110,2910,2941.12158203125,2941.244140625,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,69.4561538696289,15.950996398925781,15.100364685058594,68.94863891601562,0,0,1,0,1,1,0,83.0
2272,2023-01-31 09:28:00,5199.6708984375,5250,5400,9400,12000,11800,1682.2928466796875,2130,2110,2910,2937.32373046875,2937.572509765625,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,69.35426330566406,6.817657470703125,15.008491516113281,78.1738510131836,0,0,1,0,1,1,0,83.0
2273,2023-01-31 09:28:15,5199.3662109375,5250,5400,9240,12000,11800,1673.4129638671875,2130,2110,2910,2932.2265625,2932.2265625,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,69.16841125488281,14.127517700195312,17.162002563476562,68.71047973632812,0,0,1,0,1,1,0,83.0
2274,2023-01-31 09:28:30,5199.267578125,5250,5400,9280,12000,11800,1668.0927734375,2130,2110,2910,2930.755859375,2927.998046875,9.800000190734863,9.199999809265137,9.1899995803833,69,68,68.00981140136719,69.08342742919922,14.511398315429688,24.677303314208984,60.81129837036133,2,0,1,0,1,1,0,83.0
2275,2023-01-31 09:28:45,5200.2958984375,5250,5400,9330,12000,11800,1673.8203125,2130,2110,2910,2887.07763671875,2921.423583984375,9.800000190734863,9.300000190734863,9.180000305175781,69,68,68.00981140136719,68.917724609375,13.120994567871094,19.931060791015625,66.94794464111328,1,0,1,0,1,1,0,82.7541732788086
